time,dayl (s),prcp (mm/day),srad (W/m2),tmax (degrees C),tmin (degrees C),pet (mm/day)
1986-03-30,44449.6,7.45,487.65,13.48,-4.96,3.1578989641555153
1986-03-31,44605.16,0.0,526.82,8.82,-4.02,2.7648838783563097
1986-04-01,44760.49,18.21,310.21,5.9,-3.63,1.8413647209734283
1986-04-02,44915.54,18.35,363.7,6.25,-5.02,2.06548489119259
1986-04-03,45070.31,0.0,496.74,1.68,-9.44,2.0453984318025578
1986-04-04,45224.76,0.0,491.4,0.68,-10.12,1.9558710688875578
1986-04-05,45378.86,0.0,747.34,8.91,-12.39,3.4406530579471855
1986-04-06,45532.59,0.0,732.29,13.24,-7.43,4.013907264567458
1986-04-07,45685.91,0.0,575.96,8.29,-5.1,2.972600540709117
1986-04-08,45838.79,0.0,676.84,9.43,-7.91,3.412061826733106
1986-04-09,45991.21,0.0,640.96,8.77,-7.1,3.2513490285386486
1986-04-10,46143.13,0.0,610.56,7.95,-6.73,3.0847539155511687
1986-04-11,46294.52,6.01,405.42,7.21,-5.28,2.3809486798952
1986-04-12,46445.35,4.78,490.77,9.4,-6.81,2.9053053315443207
1986-04-13,46595.59,0.0,492.33,1.14,-9.37,2.0911831935817466
1986-04-14,46745.21,0.0,767.62,4.5,-16.64,3.0443737794807113
1986-04-15,46894.16,0.0,725.71,10.06,-8.91,3.7500631964929356
1986-04-16,47042.42,6.34,360.49,4.93,-5.62,2.067926996804187
1986-04-17,47189.95,8.31,350.94,2.23,-7.74,1.8262998348898978
1986-04-18,47336.71,0.0,701.22,4.73,-12.29,3.0417746515109543
1986-04-19,47482.67,4.77,526.78,3.24,-14.01,2.420672224995614
1986-04-20,47627.78,0.0,543.21,6.94,-4.62,2.9033494388784864
1986-04-21,47772.02,0.0,632.79,11.94,-2.31,3.8286142000402843
1986-04-22,47915.34,0.0,710.64,14.15,-3.05,4.42498493844268
1986-04-23,48057.7,0.0,681.92,12.96,-2.94,4.176779610618465
1986-04-24,48199.07,10.76,490.66,11.27,-3.64,3.249228370156224
1986-04-25,48339.39,20.32,470.66,8.32,-5.35,2.8613018154529066
1986-04-26,48478.63,5.12,398.16,3.48,-7.02,2.1423275481481596
1986-04-27,48616.74,5.88,498.28,3.18,-10.79,2.427235527598658
1986-04-28,48753.68,0.0,686.19,9.7,-5.06,3.83646970373492
1986-04-29,48889.41,0.0,703.9,12.73,-2.76,4.3380769008539435
1986-04-30,49023.88,0.0,721.13,13.27,-3.03,4.492296431696949
1986-05-01,49157.05,0.0,749.74,15.17,-2.82,4.890186005297358
1986-05-02,49288.86,0.0,709.53,15.16,-1.22,4.756231229040305
1986-05-03,49419.27,0.0,670.32,14.14,-0.83,4.46801671235333
1986-05-04,49548.23,0.0,714.65,12.8,-3.87,4.454427788430461
1986-05-05,49675.7,0.0,631.94,6.74,-6.5,3.3555282939097943
1986-05-06,49801.61,0.0,591.48,7.89,-4.05,3.37663776879509
1986-05-07,49925.93,6.4,528.93,6.23,-9.28,2.9377987907296252
1986-05-08,50048.6,13.39,554.94,5.3,-11.24,2.910131209159924
1986-05-09,50169.57,7.38,420.87,2.6,-8.13,2.2246816805522442
1986-05-10,50288.79,3.3,613.25,9.61,-11.26,3.6321422910166676
1986-05-11,50406.21,0.0,728.68,12.56,-3.68,4.583657969275404
1986-05-12,50521.76,0.0,777.46,12.12,-6.28,4.680992515092433
1986-05-13,50635.41,0.0,737.37,12.42,-4.37,4.614203099512106
1986-05-14,50747.09,7.8,466.1,10.17,-2.54,3.214064582020319
1986-05-15,50856.76,13.81,278.23,4.23,-2.46,1.8367401460039015
1986-05-16,50964.36,6.68,494.07,9.22,-4.25,3.239545359561747
1986-05-17,51069.83,0.0,684.41,8.86,-5.36,3.95597282296176
1986-05-18,51173.12,0.0,741.05,10.66,-5.64,4.422495641401086
1986-05-19,51274.18,0.0,753.11,14.11,-2.95,5.021830643907069
1986-05-20,51372.95,0.0,741.55,16.8,-0.18,5.418875070674787
1986-05-21,51469.38,0.0,689.17,15.22,0.33,4.9573243638776034
1986-05-22,51563.42,0.0,586.16,10.33,-1.23,3.824003992197322
1986-05-23,51655.02,0.0,688.32,12.33,-2.16,4.541376424646589
1986-05-24,51744.11,0.0,637.44,11.55,-1.34,4.227172493896882
1986-05-25,51830.66,0.0,745.12,14.73,-2.06,5.158416674849142
1986-05-26,51914.6,0.0,764.95,13.81,-4.04,5.083137174029074
1986-05-27,51995.89,0.0,730.15,13.03,-3.37,4.840386401865237
1986-05-28,52074.47,0.0,701.17,13.78,-1.62,4.853373901289956
1986-05-29,52150.31,0.0,577.38,10.18,-1.35,3.8156620119367304
1986-05-30,52223.35,0.0,682.78,12.42,-2.16,4.587316538791167
1986-05-31,52293.54,0.0,715.11,13.96,-1.8,4.965392300481962
1986-06-01,52360.84,0.0,608.13,11.86,-0.39,4.198302248611813
1986-06-02,52425.21,0.0,601.33,13.59,1.48,4.4106148265557925
1986-06-03,52486.59,0.0,690.71,16.41,1.5,5.266330140950356
1986-06-04,52544.96,4.85,527.61,17.18,1.36,4.514548434271212
1986-06-05,52600.27,0.0,715.75,17.47,1.25,5.560690757176822
1986-06-06,52652.48,0.0,675.26,17.71,2.91,5.405402634032234
1986-06-07,52701.56,0.0,760.87,19.99,1.33,6.194347682218891
1986-06-08,52747.47,5.56,558.86,16.73,-1.48,4.637290334999104
1986-06-09,52790.18,7.82,392.99,10.11,-0.25,2.9889282950758136
1986-06-10,52829.66,0.0,492.23,8.81,-0.61,3.3127761943015006
1986-06-11,52865.88,0.0,760.2,15.33,-2.71,5.423506662708817
1986-06-12,52898.81,0.0,767.67,18.67,-0.21,6.023273360074355
1986-06-13,52928.44,0.0,706.31,18.49,2.34,5.71433705670241
1986-06-14,52954.73,0.0,744.42,19.76,1.35,6.101233095433997
1986-06-15,52977.68,0.0,730.68,20.33,2.33,6.130312981557784
1986-06-16,52997.25,0.0,742.09,21.25,2.37,6.338176202321729
1986-06-17,53013.45,2.9,509.47,17.98,1.8,4.562057708073169
1986-06-18,53026.25,0.0,619.73,16.33,2.6,4.94246636898608
1986-06-19,53035.64,0.0,699.14,19.01,2.22,5.760660100362832
1986-06-20,53041.63,0.0,708.59,20.07,2.63,5.977346677615345
1986-06-21,53044.2,0.0,708.05,20.05,2.37,5.967689258169105
1986-06-22,53043.35,0.0,710.87,20.23,2.22,6.008101835809402
1986-06-23,53039.09,0.0,683.75,20.06,3.07,5.838352282518113
1986-06-24,53031.41,0.0,578.0,16.69,3.62,4.763665616826362
1986-06-25,53020.33,13.06,278.87,12.0,4.33,2.526588368942269
1986-06-26,53005.84,0.0,589.45,17.33,4.06,4.91341559728774
1986-06-27,52987.97,0.0,689.01,20.87,3.63,5.987351834564545
1986-06-28,52966.73,0.0,676.02,21.3,4.32,5.978649945494034
1986-06-29,52942.12,0.0,611.99,19.22,4.78,5.3004000862868255
1986-06-30,52914.17,4.95,286.09,12.24,4.28,2.5878987506043574
1986-07-01,52882.9,0.0,671.86,19.25,2.55,5.625226452415696
1986-07-02,52848.34,0.0,699.15,21.96,3.57,6.189373004332894
1986-07-03,52810.5,0.0,636.29,19.84,4.23,5.5116672023925
1986-07-04,52769.41,6.2,439.97,18.5,4.45,4.184942279711204
1986-07-05,52725.11,6.75,329.19,14.54,4.94,3.053794975581877
1986-07-06,52677.63,0.0,588.55,17.59,3.8,4.906453835737111
1986-07-07,52626.99,4.1,312.32,12.07,3.24,2.724087912436113
1986-07-08,52573.24,3.55,383.09,14.56,3.35,3.3806794656896724
1986-07-09,52516.41,4.41,385.03,14.82,3.46,3.41621718986476
1986-07-10,52456.54,0.0,564.0,15.63,2.78,4.483566213221682
1986-07-11,52393.67,2.58,449.22,17.29,3.04,4.070929206777161
1986-07-12,52327.85,0.0,583.29,19.29,5.73,5.070935919920995
1986-07-13,52259.11,0.0,632.09,21.16,5.63,5.61306562706609
1986-07-14,52187.5,0.0,634.68,21.46,5.78,5.66277296617975
1986-07-15,52113.07,8.23,455.56,20.32,5.48,4.439694960205735
1986-07-16,52035.87,0.0,321.7,12.38,5.89,2.7020015626371916
1986-07-17,51955.93,0.0,525.67,16.17,4.8,4.290240948919778
1986-07-18,51873.32,3.28,414.41,17.28,4.85,3.804006679172595
1986-07-19,51788.08,8.93,449.41,17.53,3.53,4.044867564170206
1986-07-20,51700.27,8.29,402.17,14.42,2.77,3.414682316689448
1986-07-21,51609.93,3.55,422.27,14.91,2.48,3.5756579152816954
1986-07-22,51517.12,3.95,362.62,14.85,4.83,3.2002781695793083
1986-07-23,51421.89,0.0,486.66,15.09,5.17,3.8865945195980265
1986-07-24,51324.29,0.0,574.32,14.78,2.44,4.310375780589796
1986-07-25,51224.37,0.0,649.3,17.22,1.59,5.003409170430861
1986-07-26,51122.2,0.0,618.54,17.89,3.43,4.933077891960057
1986-07-27,51017.82,0.0,634.64,18.2,3.03,5.046472316752955
1986-07-28,50911.29,0.0,686.92,20.17,1.76,5.576649689197782
1986-07-29,50802.66,0.0,626.09,18.85,3.74,5.066872248490526
1986-07-30,50691.99,0.0,644.55,20.63,4.07,5.401190599321361
1986-07-31,50579.33,0.0,661.23,21.55,3.76,5.606392200649505
1986-08-01,50464.73,0.0,635.28,21.84,5.38,5.493214506503367
1986-08-02,50348.24,0.0,637.98,21.58,4.82,5.455194701815705
1986-08-03,50229.93,0.0,632.38,20.5,3.91,5.256562389608106
1986-08-04,50109.83,3.25,407.83,16.06,2.99,3.5176749529417823
1986-08-05,49988.01,10.46,437.97,16.67,1.89,3.7515409368101484
1986-08-06,49864.52,10.45,466.54,19.16,1.86,4.200953412817827
1986-08-07,49739.4,3.61,440.38,18.67,2.95,3.9759455335341185
1986-08-08,49612.71,0.0,591.35,19.01,3.25,4.7623816620431265
1986-08-09,49484.5,0.0,607.06,18.74,2.03,4.790523439440051
1986-08-10,49354.81,0.0,589.21,19.37,3.29,4.768387088021938
1986-08-11,49223.7,0.0,570.23,19.53,4.12,4.673840756466872
1986-08-12,49091.22,3.49,413.47,17.7,2.78,3.6680016345556834
1986-08-13,48957.4,0.0,513.36,18.69,3.17,4.258620214294109
1986-08-14,48822.3,0.0,507.1,18.34,3.16,4.168536727586156
1986-08-15,48685.96,0.0,541.97,18.91,1.45,4.412267785798962
1986-08-16,48548.43,0.0,586.05,23.96,2.05,5.29865683366972
1986-08-17,48409.75,0.0,506.48,22.84,6.45,4.658476308805714
1986-08-18,48269.97,0.0,525.21,24.92,7.1,5.01082088124191
1986-08-19,48129.13,0.0,388.62,19.18,7.73,3.5127669341238663
1986-08-20,47987.27,6.15,354.67,20.59,5.28,3.5773112830899225
1986-08-21,47844.43,2.63,342.26,19.26,4.63,3.3635037864398885
1986-08-22,47700.65,0.0,496.29,19.66,3.26,4.16312046106736
1986-08-23,47555.97,6.34,235.15,15.05,5.83,2.306596918479348
1986-08-24,47410.43,8.59,290.09,16.04,4.32,2.7223493179502785
1986-08-25,47264.07,0.0,387.77,16.03,4.45,3.151191858175379
1986-08-26,47116.92,0.0,481.09,18.92,3.29,3.9336045750138657
1986-08-27,46969.03,0.0,476.39,19.38,3.96,3.941352048473749
1986-08-28,46820.42,0.0,331.68,14.48,4.91,2.675974063807302
1986-08-29,46671.13,3.65,209.99,12.54,4.67,1.940630953999927
1986-08-30,46521.21,0.0,399.1,14.45,2.84,2.994892241324987
1986-08-31,46370.67,3.61,312.72,14.7,2.29,2.671013943253028
1986-09-01,46219.56,0.0,400.24,13.12,1.67,2.850985880459022
1986-09-02,46067.9,3.76,244.37,9.42,0.57,1.8987236950031525
1986-09-03,45915.73,0.0,438.02,13.0,0.24,2.9825210064413867
1986-09-04,45763.07,0.0,480.3,16.66,1.74,3.5282846214466717
1986-09-05,45609.97,0.0,511.78,18.69,1.77,3.8835419353515426
1986-09-06,45456.45,0.0,518.12,19.59,2.01,3.998748320317353
1986-09-07,45302.53,6.1,333.88,15.8,2.0,2.80791665203607
1986-09-08,45148.25,7.71,317.69,14.55,1.83,2.601306714846723
1986-09-09,44993.64,27.16,301.96,11.6,-0.07,2.2789734833824253
1986-09-10,44838.73,11.28,260.79,7.74,-1.78,1.8064637176443064
1986-09-11,44683.53,0.0,501.62,12.63,-3.45,3.0862925527606246
1986-09-12,44528.09,0.0,478.34,13.42,-1.5,3.0588539957115635
1986-09-13,44372.43,0.0,409.93,13.48,1.59,2.759413213499157
1986-09-14,44216.57,0.0,470.38,15.37,0.67,3.1831844057955165
1986-09-15,44060.53,0.0,497.15,16.09,-0.15,3.353585378110901
1986-09-16,43904.36,0.0,431.68,13.84,1.15,2.8358012785500404
1986-09-17,43748.07,0.0,462.72,13.31,-0.73,2.8985393062344387
1986-09-18,43591.69,0.0,395.87,10.16,-0.96,2.3491041021119834
1986-09-19,43435.25,0.0,400.02,10.67,-0.6,2.391338840655152
1986-09-20,43278.76,0.0,325.26,11.94,3.19,2.1666998904827888
1986-09-21,43122.27,13.09,298.03,11.58,0.25,2.1257688441466485
1986-09-22,42965.78,18.46,116.0,4.53,0.7,0.9380655374467646
1986-09-23,42809.34,10.6,209.52,8.09,0.83,1.4934120063193934
1986-09-24,42652.95,18.03,244.84,4.26,-4.26,1.417210629851232
1986-09-25,42496.66,22.79,126.5,0.76,-3.28,0.8343724725395639
1986-09-26,42340.49,5.14,141.72,1.03,-3.44,0.8903520974479494
1986-09-27,42184.46,3.29,358.03,10.59,-4.54,2.246670110591305
1986-09-28,42028.6,2.9,279.09,9.12,-0.99,1.7976553875400376
1986-09-29,41872.93,3.65,256.53,6.86,-2.15,1.5631941590123333
1986-09-30,41717.48,0.0,323.78,5.2,-3.0,1.5937269311828408
1986-10-01,41562.29,0.0,437.4,9.75,-2.91,2.2606254337871925
1986-10-02,41407.37,0.0,361.22,9.4,-0.31,1.9659314437416666
1986-10-03,41252.76,4.76,198.92,3.79,-2.93,1.1695247698128686
1986-10-04,41098.48,0.0,448.47,7.73,-5.57,2.090196395230361
1986-10-05,40944.56,0.0,491.41,10.41,-6.45,2.434824807116702
1986-10-06,40791.04,2.54,342.67,12.54,-2.75,2.2382204530933456
1986-10-07,40637.93,0.0,419.16,10.57,-1.7,2.1713200608234486
1986-10-08,40485.27,0.0,453.54,11.79,-2.77,2.3720453025326744
1986-10-09,40333.1,0.0,450.02,12.02,-2.63,2.365658418323939
1986-10-10,40181.44,13.49,309.1,10.19,-2.92,1.887851802097216
1986-10-11,40030.32,10.77,219.33,0.18,-6.66,0.9991652275457018
1986-10-12,39879.78,5.18,307.58,-2.75,-12.93,1.0516043469876837
1986-10-13,39729.85,0.0,534.67,1.66,-15.17,1.6689746201648514
1986-10-14,39580.56,0.0,534.11,8.22,-9.69,2.1712868741598426
1986-10-15,39431.95,0.0,533.15,11.61,-7.23,2.443023977683594
1986-10-16,39284.05,0.0,519.99,12.03,-5.94,2.419577506307611
1986-10-17,39136.9,0.0,521.32,11.29,-7.32,2.3515668518142228
1986-10-18,38990.53,3.07,308.68,8.81,-3.21,1.6685341873368396
1986-10-19,38844.99,4.22,262.66,7.11,-2.51,1.41164178246795
1986-10-20,38700.3,6.69,240.51,4.21,-4.42,1.1945146690148587
1986-10-21,38556.52,3.61,179.61,1.06,-5.1,0.8899476391322638
1986-10-22,38413.67,0.0,335.48,2.37,-6.62,1.2289996490770412
1986-10-23,38271.8,0.0,463.39,7.25,-8.03,1.7969378890088294
1986-10-24,38130.95,0.0,471.64,7.85,-8.67,1.8537285471436558
1986-10-25,37991.16,0.0,457.15,7.44,-8.62,1.7831360599403745
1986-10-26,37852.47,0.0,431.63,9.94,-5.18,1.8795335600957823
1986-10-27,37714.94,0.0,439.53,11.07,-4.93,1.9673710879974218
1986-10-28,37578.59,0.0,428.91,10.54,-5.1,1.89231446016096
1986-10-29,37443.48,0.0,402.27,10.08,-4.27,1.7808592064863744
1986-10-30,37309.66,5.25,263.12,8.58,-3.84,1.4630664155683797
1986-10-31,37177.16,25.69,143.14,2.38,-3.71,0.8313920382323858
1986-11-01,37046.04,12.27,135.26,1.22,-4.51,0.7673439282511848
1986-11-02,36916.35,0.0,366.46,7.26,-5.67,1.4793745309099808
1986-11-03,36788.12,0.0,403.0,6.46,-8.75,1.5103013850240508
1986-11-04,36661.42,0.0,390.82,3.92,-10.48,1.32923870092815
1986-11-05,36536.3,0.0,421.59,6.91,-10.14,1.5635206168902949
1986-11-06,36412.79,12.95,305.63,4.4,-12.6,1.332214636483747
1986-11-07,36290.96,11.97,164.43,-5.54,-12.75,0.5996740560904471
1986-11-08,36170.86,0.0,240.69,-8.14,-15.82,0.5721848074809502
1986-11-09,36052.53,4.89,302.41,-5.32,-21.46,0.8179996713204176
1986-11-10,35936.03,0.0,362.64,-2.64,-15.74,0.9119661567860159
1986-11-11,35821.42,0.0,425.75,0.87,-17.32,1.1779914923602501
1986-11-12,35708.74,0.0,363.02,1.46,-12.22,1.085209543493024
1986-11-13,35598.06,0.0,402.57,4.19,-12.42,1.287592884915182
1986-11-14,35489.41,0.0,385.17,5.45,-9.99,1.3045779533256223
1986-11-15,35382.87,0.0,265.91,2.55,-6.68,0.9411428049582793
1986-11-16,35278.48,0.0,191.08,1.71,-4.67,0.7716687376439132
1986-11-17,35176.29,0.0,169.42,1.86,-3.75,0.7305047568583436
1986-11-18,35076.36,23.1,226.52,5.99,-5.13,1.0958834834017863
1986-11-19,34978.75,7.45,106.68,0.16,-4.65,0.6122782199072476
1986-11-20,34883.5,0.0,368.39,5.23,-9.4,1.1992483168768835
1986-11-21,34790.67,12.37,273.69,6.45,-9.22,1.2549242002928012
1986-11-22,34700.32,0.0,286.14,-2.34,-12.47,0.7488868800926396
1986-11-23,34612.48,0.0,394.21,-1.59,-18.34,0.925217028080947
1986-11-24,34527.23,2.32,285.03,2.56,-14.78,1.0963458136363484
1986-11-25,34444.6,0.0,375.07,5.02,-10.77,1.1723989754414907
1986-11-26,34364.65,0.0,355.83,1.52,-12.76,0.9753432122495252
1986-11-27,34287.43,0.0,368.18,1.21,-14.09,0.9803634118906764
1986-11-28,34212.98,0.0,359.54,5.05,-9.93,1.124169857159589
1986-11-29,34141.35,4.37,214.03,3.42,-7.71,0.9268866603524751
1986-11-30,34072.59,0.0,258.12,-3.49,-12.94,0.650915536958258
1986-12-01,34006.75,0.0,352.43,-0.73,-15.59,0.8683403750051877
1986-12-02,33943.86,0.0,348.45,1.76,-13.1,0.9584445153228468
1986-12-03,33883.97,0.0,338.81,0.66,-13.57,0.8955469067823633
1986-12-04,33827.12,0.0,343.78,3.32,-11.47,1.0067092352166749
1986-12-05,33773.35,4.87,166.06,-0.29,-8.8,0.6953753743729859
1986-12-06,33722.69,8.75,115.73,-0.59,-6.26,0.5866935527303592
1986-12-07,33675.19,0.0,315.23,1.21,-11.24,0.8523933683062722
1986-12-08,33630.87,6.62,243.37,-0.86,-14.77,0.813749304770573
1986-12-09,33589.76,0.0,370.62,-6.63,-23.05,0.656549839892386
1986-12-10,33551.9,0.0,392.55,-7.27,-26.61,0.6684173687020752
1986-12-11,33517.31,0.0,382.02,-2.45,-20.69,0.8277414644816835
1986-12-12,33486.02,0.0,385.2,1.04,-18.16,0.9821683543543872
1986-12-13,33458.05,0.0,335.97,-1.03,-15.43,0.8025964387975506
1986-12-14,33433.43,0.0,360.57,-0.01,-16.5,0.8811471795031244
1986-12-15,33412.16,0.0,328.11,-0.66,-14.81,0.8067976970307495
1986-12-16,33394.26,0.0,347.05,1.85,-14.17,0.9390995975811924
1986-12-17,33379.76,0.0,321.01,-0.5,-14.8,0.8140184560741772
1986-12-18,33368.65,2.65,237.85,-1.14,-16.17,0.8140275681314831
1986-12-19,33360.95,0.0,332.64,-2.2,-17.7,0.7780163341112043
1986-12-20,33356.66,0.0,319.43,-3.18,-17.72,0.726209740453603
1986-12-21,33355.8,0.0,328.71,-1.36,-16.59,0.8023097121603809
1986-12-22,33358.34,0.0,358.67,0.81,-17.3,0.9427606754740894
1986-12-23,33364.31,0.0,348.23,-1.01,-18.07,0.8520059999642933
1986-12-24,33373.68,0.0,361.25,-0.12,-18.46,0.9118201568602315
1986-12-25,33386.46,0.0,330.67,-3.86,-19.39,0.7238891813677704
1986-12-26,33402.63,0.0,382.1,-4.14,-25.0,0.7951304918006985
1986-12-27,33422.18,0.0,338.26,-1.34,-17.7,0.8318093794310616
1986-12-28,33445.11,0.0,313.08,-2.37,-16.82,0.7596916779247457
1986-12-29,33471.38,0.0,366.86,1.34,-17.92,0.9999677471307252
1986-12-30,33500.98,0.0,382.32,-0.29,-21.73,0.9725866541039153
1986-12-31,33533.89,0.0,362.52,-3.02,-22.04,0.822846630449051
1987-01-01,33570.26,9.42,269.71,0.23,-18.42,0.9567327538187941
1987-01-02,33609.73,0.0,250.46,-6.83,-17.31,0.5533690454318869
1987-01-03,33652.43,0.0,359.74,-3.81,-20.68,0.7680532432254552
1987-01-04,33698.34,8.48,246.64,1.21,-14.27,0.9383099884347124
1987-01-05,33747.41,9.79,149.5,-1.64,-9.97,0.6501732134728526
1987-01-06,33799.61,6.31,206.98,-2.85,-14.63,0.7074178821414988
1987-01-07,33854.92,6.03,194.47,-4.06,-14.88,0.6486282468053065
1987-01-08,33913.28,0.0,312.61,-6.13,-19.05,0.6396697164522642
1987-01-09,33974.66,0.0,360.46,-7.13,-22.76,0.6555600924897597
1987-01-10,34039.02,0.0,399.97,-1.25,-20.07,0.933861095747173
1987-01-11,34106.31,0.0,426.32,4.08,-17.94,1.2497020275833524
1987-01-12,34176.5,0.0,422.51,6.04,-15.28,1.3420511680606433
1987-01-13,34249.53,0.0,430.82,4.45,-17.64,1.286761983967063
1987-01-14,34325.36,0.0,367.67,-2.64,-18.25,0.8435123508730994
1987-01-15,34403.94,6.49,231.39,-7.68,-20.24,0.5948696467622544
1987-01-16,34485.22,0.0,349.99,-6.92,-21.01,0.6715097198968921
1987-01-17,34569.16,0.0,428.93,-6.08,-25.95,0.7890698800085362
1987-01-18,34655.7,0.0,367.49,-7.95,-22.79,0.6590304947955898
1987-01-19,34744.79,3.3,263.55,-7.78,-22.25,0.6383433687095776
1987-01-20,34836.37,0.0,354.58,-10.01,-23.79,0.5853607038370756
1987-01-21,34930.41,0.0,360.17,-8.88,-22.86,0.6308253979105757
1987-01-22,35026.84,4.5,317.07,-4.94,-24.3,0.8316887558333864
1987-01-23,35125.6,0.0,396.8,1.08,-14.92,1.0859259166841626
1987-01-24,35226.66,3.0,178.56,-2.9,-11.6,0.6912782485170014
1987-01-25,35329.94,4.49,105.39,-4.2,-9.15,0.5192888363459861
1987-01-26,35435.41,0.0,285.43,1.85,-8.34,0.9659459620289063
1987-01-27,35543.0,6.22,321.23,5.1,-13.43,1.3534670905955168
1987-01-28,35652.66,17.86,302.16,0.65,-15.18,1.0687854511080725
1987-01-29,35764.34,0.0,467.17,0.04,-19.16,1.1741313038704426
1987-01-30,35877.99,0.0,426.47,-1.08,-17.04,1.064394768966241
1987-01-31,35993.54,0.0,416.97,2.17,-13.07,1.2194572123237684
1987-02-01,36110.95,0.0,448.55,3.37,-13.88,1.3505208323730804
1987-02-02,36230.16,0.0,464.31,4.6,-13.61,1.4606245368579471
1987-02-03,36351.13,0.0,455.33,6.26,-11.23,1.5534189775116594
1987-02-04,36473.8,0.0,390.53,-0.13,-13.78,1.104913847097895
1987-02-05,36598.11,0.0,481.96,-0.27,-19.33,1.239920920684169
1987-02-06,36724.03,0.0,511.67,4.37,-17.77,1.595036633138636
1987-02-07,36851.49,2.64,371.19,7.4,-14.88,1.723478549347856
1987-02-08,36980.45,0.0,506.99,9.31,-12.38,1.9589429780657774
1987-02-09,37110.85,0.0,467.4,6.43,-11.63,1.6786759521679122
1987-02-10,37242.66,5.67,328.59,4.94,-11.61,1.4489278653760724
1987-02-11,37375.82,0.0,365.76,3.73,-8.44,1.3329580273916428
1987-02-12,37510.29,7.49,299.08,3.54,-10.03,1.2972897908146042
1987-02-13,37646.02,12.64,236.26,3.66,-6.29,1.1496361751155937
1987-02-14,37782.96,11.41,157.0,-2.1,-8.31,0.730069476497595
1987-02-15,37921.07,0.0,520.38,0.75,-17.27,1.4436738658279091
1987-02-16,38060.31,4.21,324.38,-1.35,-14.97,1.1022197288073012
1987-02-17,38200.63,0.0,347.83,-2.7,-12.64,1.0123228684733516
1987-02-18,38341.99,0.0,532.83,-1.85,-19.46,1.3226310976618436
1987-02-19,38484.35,0.0,459.91,-7.09,-20.78,0.95364573810521
1987-02-20,38627.66,0.0,556.44,-2.37,-21.16,1.337574427664381
1987-02-21,38771.9,0.0,585.69,-1.88,-22.74,1.411750459462532
1987-02-22,38917.02,0.0,582.53,-1.32,-21.73,1.460087482564572
1987-02-23,39062.97,0.0,496.54,-2.12,-17.35,1.3165071592120965
1987-02-24,39209.73,8.58,343.6,-2.52,-16.55,1.129601733571566
1987-02-25,39357.26,6.95,165.77,-4.08,-10.16,0.719056924865745
1987-02-26,39505.52,8.03,257.84,-3.07,-12.48,0.9518753133862956
1987-02-27,39654.47,0.0,350.68,-8.42,-17.59,0.8212245994789257
1987-02-28,39804.08,0.0,615.16,-2.38,-22.51,1.4864349144944564
1987-03-01,39954.32,0.0,652.24,2.19,-21.66,1.9055525686961594
1987-03-02,40105.15,0.0,645.88,5.75,-17.46,2.24029490147363
1987-03-03,40256.54,0.0,627.17,6.64,-14.67,2.3108754239913716
1987-03-04,40408.46,0.0,629.31,9.08,-12.35,2.5670543209575336
1987-03-05,40560.88,0.0,636.32,11.9,-10.21,2.886015540065279
1987-03-06,40713.76,0.0,671.88,15.08,-11.2,3.3501006903276065
1987-03-07,40867.08,0.0,634.63,11.08,-10.67,2.8429589972815204
1987-03-08,41020.8,6.02,367.11,7.27,-6.83,1.9164531016774777
1987-03-09,41174.9,7.04,310.63,3.16,-7.83,1.4819426342633433
1987-03-10,41329.35,0.0,617.81,4.09,-14.29,2.178513181709775
1987-03-11,41484.12,3.97,427.78,1.39,-14.84,1.6524479416618245
1987-03-12,41639.18,0.0,691.19,7.08,-16.29,2.6281061654469946
1987-03-13,41794.5,0.0,664.78,7.57,-13.6,2.657780159792765
1987-03-14,41950.06,0.0,539.22,4.23,-10.39,2.1068799489093375
1987-03-15,42105.82,5.16,270.81,1.23,-7.88,1.3038834128774708
1987-03-16,42261.77,0.0,535.66,0.81,-13.45,1.8376703880611724
1987-03-17,42417.88,3.31,446.74,-1.32,-18.17,1.5382008033195247
1987-03-18,42574.11,5.68,418.12,2.99,-12.19,1.8256094532416214
1987-03-19,42730.45,9.87,271.8,0.89,-8.01,1.3119849316490244
1987-03-20,42886.87,10.4,413.08,-2.43,-16.73,1.4251155846310286
1987-03-21,43043.34,10.41,478.38,-1.57,-19.51,1.6018507956620849
1987-03-22,43199.83,0.0,521.92,1.94,-11.0,1.9823222762177573
1987-03-23,43356.32,0.0,625.53,-0.98,-17.26,1.9165610109220705
1987-03-24,43512.79,0.0,687.09,-1.24,-20.24,1.976690255271508
1987-03-25,43669.21,0.0,739.65,2.54,-20.09,2.4298943297221327
1987-03-26,43825.55,6.07,518.13,1.74,-18.38,1.9977644198546531
1987-03-27,43981.78,3.32,338.68,-3.79,-14.64,1.2430174277625259
1987-03-28,44137.89,5.23,539.59,-1.27,-23.35,1.7605014996137787
1987-03-29,44293.84,0.0,678.1,-4.13,-22.97,1.7426559510315636
